NDC,ATC,DRUG,DRUG_NAME_GENERIC
58468012001,H05B,Doxercalciferol,Doxercalciferol
49281040010,J07C,Tetanus-DiphTox-Acellular Pertuss (Adacel),Tetanus-DiphTox-Acellular Pertuss (Adacel)
00065008515,S03A,Naphazoline-Pheniramine Ophth. Solution,Naphazoline-Pheniramine Ophth. Solution
00056001170,N07B,Naltrexone,*NF* Naltrexone
00093017456,L04A,Leflunomide,*NF* Leflunomide
00004026349,C03C,Torsemide,Torsemide
00078040105,L01E,Imatinib Mesylate,*NF* Imatinib Mesylate
52152001902,N02B,Salsalate,Salsalate
65649010102,A07E,Colazal,*NF* Balsalazide Disodium
50458022304,D01A,Ketoconazole Shampoo,Ketoconazole Shampoo
54569454303,J05A,Nelfinavir Mesylate,NelFINavir Mesylate
00089081521,R03A,Maxair,*NF* Pirbuterol Acetate
00074410401,N/A,Nitroglycerin,N/A
00087607211,A10B,Glucovance (1.25mg-250mg),Glyburide/Metformin (1.25mg-250mg)
38779041004,N/A,NEO*PO*Acetazolamide (20mg/1ml),NEO*PO*Acetazolamide (20mg/1ml)
55513003904,B03X,Aranesp,*NF* Darbepoetin Alfa-Albumin
00173033602,R03B,Beclomethasone Dipro. (Nasal),Beclomethasone Dipro. (Nasal)
00386000103,N01B,Ethyl Chloride,Ethyl Chloride
00004026948,J05A,Ganciclovir,Ganciclovir
53489033001,N06A,Imipramine,Imipramine
60505056701,S01E,Dorzolamide 2% Ophth. Soln.,Dorzolamide 2% Ophth. Soln.
49452192001,N/A,NEO*PO*Chloral Hydrate,NEO*PO*Chloral Hydrate
00075062403,B01A,Enoxaparin Sodium,Enoxaparin Sodium (Ampule)
51079022220,N04A,Benztropine Mesylate,Benztropine Mesylate
00536480101,A11H,Tocopheryl,Tocopheryl
00378026101,H02C,Ketoconazole,Ketoconazole
63256020005,N/A,Talc (Sterile),N/A
54868442102,C07A,Carvedilol,Carvedilol
00093894701,J05A,Acyclovir,Acyclovir
42998020301,N02A,Opium Tincture,Opium Tincture
29336030510,C01B,Flecainide Acetate,Flecainide Acetate
00093538506,J05A,LaMIVudine-Zidovudine (Combivir),LaMIVudine-Zidovudine (Combivir)
54569105100,R05D,Dextromethorphan Poly Complex,Dextromethorphan Polistirex
00065027510,S01E,Brinzolamide,*NF* Brinzolamide 1% Ophth
00781103213,N05A,Trifluoperazine HCl,Trifluoperazine HCl
59148002050,C03X,Tolvaptan,Tolvaptan
59148002150,C03X,Tolvaptan,Tolvaptan
00456430008,J01X,Fosfomycin Tromethamine,*NF* Fosfomycin Tromethamine
00074672903,A12C,Magnesium Sulfate,N/A
00051842530,G03B,AndroGel,*NF* Testosterone Gel 1% (25 mg)
00378616001,C07A,Propranolol LA,Propranolol LA
24090047188,C07A,Propranolol LA,Propranolol LA
51079011520,N04A,Trihexyphenidyl HCl,Trihexyphenidyl HCl
10139023511,M03A,Rocuronium,Rocuronium
00472030680,D07A,Triamcinolone Acetonide 0.1% Ointment,Triamcinolone Acetonide 0.1% Ointment
00074592201,R03D,Aminophylline,N/A
00089061012,D06B,Aldara,*NF* Imiquimod
00469520130,D11A,Tacrolimus,*NF* Tacrolimus 0.03% Ointment
58468466301,A16A,*NF* Imiglucerase,N/A
00003161412,J05A,Entecavir Oral Solution,Entecavir Oral Solution
00075008200,C03B,Indapamide,Indapamide
51079051620,N05A,Chlorpromazine HCl,Chlorpromazine HCl
55887019190,N/A,Propranolol LA,Propranolol LA
67425000210,B06A,Neo*IV*Hyaluronidase (Ovine),Neo*IV*Hyaluronidase (Ovine)
51079008220,J04A,Isoniazid,Isoniazid
57844018701,N05A,Orap,*NF* Pimozide
53169010501,C03C,Torsemide,Torsemide
62617051520,A11H,Neo*PO*Vitamin E TPGS 26.7 Unit/ml,Neo*PO*Vitamin E TPGS 26.7 Unit/ml
00078034445,G03C,Vivelle-Dot,*NF* Estradiol Transdermal Patch
49884011701,C03D,Amiloride HCl,Amiloride HCl
00085117902,L03A,Interferon Alfa-2B,N/A
00703480503,V03A,Mesna,N/A
10019095601,L01A,Cyclophosphamide,N/A
59762093002,J02A,Voriconazole,Voriconazole
00300364201,L02A,Leuprolide Acetate,Leuprolide Acetate
63323013210,L01D,Mitoxantrone,N/A
55390080901,L01B,Cytarabine,N/A
63323022930,V03A,Protamine Sulfate,N/A
60258015101,A01A,Sodium Fluoride 1.1% (Dental Gel),Sodium Fluoride 1.1% (Dental Gel)
00006775331,L01A,Mechlorethamine HCl,N/A
00781320695,J01D,CeftriaXONE,CeftriaXONE
00006026706,N02C,Maxalt,*NF* Rizatriptan Benzoate
00944270005,J06B,Gammagard Liquid,N/A
00087003901,N06A,Nefazodone HCl,Nefazodone HCl
67781025101,R03D,Theophylline ER (Uniphyl),Theophylline ER (Uniphyl)
00007521006,H03A,Liothyronine Sodium,N/A
00088177849,C08D,Diltiazem,*NF* Diltiazem SR
00045025549,N05A,Haloperidol,Haloperidol
17478006412,S01X,Hydroxypropyl Meth. 2.5% Ophth,Hydroxypropyl Meth. 2.5% Ophth
63323006420,A12C,Magnesium Sulfate,N/A
61553074004,H01B,Oxytocin,N/A
00472040015,D07A,Clobetasol Propionate,*NF* Clobetasol Propionate 0.05% Cream
51079087320,A10B,GlyBURIDE,GlyBURIDE
51079076220,N06A,Sertraline,Sertraline
00093310793,J01C,Amoxicillin,AMOXicillin
00026815120,N/A,Dacarbazine,N/A
00085057102,L03A,Interferon Alfa-2B,N/A
00005075323,S01E,Acetazolamide,Acetazolamide S.R.
61570014610,J01C,Penicillin G Benzathine,Penicillin G Benzathine
52959040250,N05C,Triazolam,Triazolam
00087076102,A12B,Potassium Bicarbonate Eff,Potassium Bicarbonate Eff
00054834625,N05A,Haloperidol,Haloperidol
00009074635,G03D,Medroxyprogesterone Acetate,Medroxyprogesterone Acetate
00781103410,N05A,Trifluoperazine HCl,Trifluoperazine HCl
00002821101,A10A,Insulin Regular Pork (Iletin II),Insulin Regular Pork (Iletin II)
53303009030,N/A,Carrington Dermal Wound,Carrington Dermal Wound Gel
54092006301,L01X,Anagrelide,*NF* Anagrelide
54569405900,R03B,Rhinocort,*NF* Budesonide Nasal Inhaler
55513014801,B03X,NEO*IV*Epoetin Alfa,N/A
00074405201,J01F,Clindamycin Phosphate,N/A
00015300120,N/A,Mitomycin,N/A
63323061710,C01C,Milrinone Lactate,N/A
00004025001,L01X,Tretinoin (Chemotherapy),Tretinoin
00300364101,L02A,Leuprolide Acetate,Leuprolide Acetate
50458060228,N05A,Risperidone (Disintegrating Tablet),Risperidone (Disintegrating Tablet)
00378911916,N02A,Fentanyl Patch,Fentanyl Patch *NF*
63304082790,C10A,Atorvastatin,Atorvastatin
11980021105,S01B,Fluorometholone 0.1% Ophth Susp.,Fluorometholone 0.1% Ophth Susp.
00115191101,J05A,Rimantadine,Rimantadine
63459050430,N01A,Actiq,*NF* Fentanyl Lozenge
39822904501,A09A,Pancrelipase 4500,Pancrelipase 4500
59011044020,N02A,Oxycodone SR (OxyconTIN),Oxycodone SR (OxyconTIN)
52544014926,N/A,Ferric Gluconate,N/A
68084026701,C09A,Ramipril,Ramipril
00046110281,G03C,Estrogens Conjugated,Estrogens Conjugated
51079013020,N05A,Chlorpromazine HCl,Chlorpromazine HCl
00310027839,N05A,Quetiapine Fumarate,Quetiapine Fumarate
00034234019,D08A,Povidone Iodine 10% Ointment,Povidone Iodine 10% Ointment
51079020120,C02A,Methyldopa,Methyldopa
00037440101,M01C,Penicillamine,Penicillamine
53169010260,C03C,Torsemide,Torsemide
00085048781,R03D,Theophylline SR,Theophylline SR
49281080083,J07A,Tetanus,Tetanus Toxoid Adsorbed
00088177947,C08D,diltia,*NF* Diltiazem SR
51079086920,C08D,Verapamil SR,Verapamil SR
00003067371,J01C,Penicillin G Potassium,N/A
54868534800,L01A,*NF* Temozolomide,*NF* Temozolomide
23360005142,J04A,Rifampin,N/A
00081027255,C01A,*NF* Digoxin (Lanoxicaps),*NF* Digoxin (Lanoxicaps)
00081027455,C01A,Lanoxicaps,*NF* Digoxin (Lanoxicaps)
00054368663,N02A,Oxycodone-Acetaminophen Elixir,Oxycodone-Acetaminophen Elixir (Bulk)
61451501507,N02A,Belladonna & Opium,Belladonna & Opium
52152002002,N02B,Salsalate,Salsalate
00039010411,C09A,Ramipril,*NF* Ramipril
00409176102,N01B,Bupivacaine 0.75%,Bupivacaine 0.75%
00002897101,H05A,Forteo,*NF* Teriparatide
00121067304,N05A,Perphenazine,Perphenazine
00258362501,R03D,Theophylline SR,Theophylline SR
00078035084,M05B,Zoledronic Acid,N/A
00074318813,J01F,Clarithromycin,Clarithromycin (Suspension)
00186107509,R03B,RHINOCORT NASAL INHALER,*NF* Budesonide Nasal Inhaler
00409427902,C01B,Lidocaine 1%,Lidocaine 1%
00517037510,N/A,Indigotindisulfonate Sodium,Indigotindisulfonate Sodium
55390003410,L01B,Methotrexate Sodium P.F.,N/A
58406042534,L04A,Enbrel,*NF* Etanercept
00555900942,G03A,Norethindrone-Estradiol,Norethindrone-Estradiol
00766150020,N07B,Nicotine Lozenge,Nicotine Lozenge
54569533900,G03B,AndroGel,*NF* Testosterone Gel 1% (50 mg)
00083232062,G03C,Estraderm,*NF* Estraderm
00074245351,N02A,Hydromorphone-HP,N/A
10019003574,N01A,Fentanyl Citrate,N/A
17314585102,N06B,CONCERTA,*NF* Methylphenidate E.R.
64764024060,A06A,Lubiprostone,Lubiprostone
00456005001,H03A,Liotrix-1,Liotrix-1
00173063535,L01A,Chlorambucil,Chlorambucil
00713052612,R06A,Promethazine HCl,Promethazine HCl
00378005201,C07A,Pindolol,Pindolol
00046037406,V03A,Pralidoxime Chloride,N/A
00703292503,M03A,Vecuronium Bromide,Vecuronium Bromide
00574722406,N02A,Hydromorphone,Hydromorphone (Rectal)
00091334201,N04B,Carbidopa-Levodopa (25-100),*NF* Carbidopa-Levodopa (25-100)
00591566101,M01A,Sulindac,Sulindac
17314850101,G04B,Ditropan XL,*NF* Oxybutynin XL
00904056060,N03A,Primidone,Primidone
00083006230,N03A,Carbamazepine XR,Carbamazepine XR
00517420125,N05B,HydrOXYzine,HydrOXYzine
00074416901,N01B,Chloroprocaine 2%,Chloroprocaine 2%
10019003539,N01A,Fentanyl Citrate,N/A
60793011501,H03A,Liothyronine Sodium,Liothyronine Sodium
00004038039,J05A,*NF* Enfuvirtide,N/A
00173004535,L01A,Melphalan,Melphalan
11980002205,S03A,Sulfacetamide-Prednisolone Ophth. Susp.,Sulfacetamide-Prednisolone Ophth. Susp.
61314064725,S01C,Tobramycin-Dexamethasone Ophth Susp,Tobramycin-Dexamethasone Ophth Susp
00555095202,N06B,Dextroamphetamine,Dextroamphetamine
00781312595,J01C,Nafcillin,N/A
00472097716,J01F,Erythromycin,*NF* Erythromycin Estolate Susp.
00008103008,L04A,Sirolimus,Sirolimus
00364074090,C01B,Disopyramide Phosphate,Disopyramide Phosphate
00083006132,N03A,Tegretol XR,*NF* Carbamazipine XR
00247120004,C01C,Norepinephrine,N/A
59366279103,D07A,Clobetasol Propionate 0.05% Gel,Clobetasol Propionate 0.05% Gel
00054813916,N05C,Chloral Hydrate,Chloral Hydrate (Syrup)
00062535001,G01A,Terconazole 0.4% Vag. Cream,Terconazole 0.4% Vag. Cream
00186430100,A11C,Vitamin A,Vitamin A
00115211101,J01A,Demeclocycline,*NF* Demeclocycline
00088120876,A04A,Dolasetron Mesylate,Dolasetron Mesylate
00074298905,V03A,Amino Acids 3.5%,N/A
66860090203,J01D,CefazoLIN,CefazoLIN
00087667317,J05A,Didanosine EC,Didanosine EC
51079076608,N03A,Divalproex (EXTended Release),Divalproex (EXTended Release)
00088216030,L04A,Arava,*NF* Leflunomide
00074318201,N01B,Lidocaine 2%/Epinephrine,Lidocaine 2%/Epinephrine
00469511601,H02A,Triamcinolone Diacetate,Triamcinolone Diacetate
00003029305,H02A,Triamcinolone Acetonide,Triamcinolone Acetonide
59762501901,C09A,Quinapril,Quinapril
00258363801,R03D,Theophylline SR,Theophylline SR (Slo-Phyllin)
55390000501,L01D,Bleomycin,N/A
00574704512,N02A,Belladonna & Opium,Belladonna & Opium (16.2/30mg)
00006057143,J05A,Indinavir Sulfate,Indinavir Sulfate
00597004724,J05A,Nevirapine,Nevirapine Suspension
51079058820,N05A,Thiothixene,Thiothixene
53746014101,N02B,Midrin,*NF* Isometheptene/Dichloralphenazone-APAP
00703430102,L01A,Thiotepa,N/A
00054372763,C07A,NEO*PO*Propranolol,NEO*PO*Propranolol
00781202701,N06A,ClomiPRAMINE,ClomiPRAMINE
00024123305,N03A,Mebaral,*NF* Mephobarbital
00172428000,C08D,Verapamil SR,Verapamil SR
00007323411,B01A,Fondaparinux Sodium,Fondaparinux
62584073301,C02D,HydrALAzine,HydrALAzine
00093078405,L02B,Tamoxifen Citrate,Tamoxifen Citrate
65483070210,A07E,Budesonide,Budesonide
59011045401,N02A,HYDROmorphone (Dilaudid),HYDROmorphone (Dilaudid)
00024225304,A14A,Stanozolol (Bulk),*NF* Stanozolol
00172443160,A02B,Misoprostol,Misoprostol
59762171002,C03D,Eplerenone,Eplerenone
00093738001,N06A,Venlafaxine,Venlafaxine
68180020203,J01D,*NF* Cefixime Suspension,*NF* Cefixime Suspension
00310028339,N05A,Quetiapine extended-release,Quetiapine extended-release
59676056001,J05A,Darunavir,*NF* Darunavir
00009006412,G03D,MedroxyPROGESTERone Acetate,MedroxyPROGESTERone Acetate
17236088901,N06A,Amoxapine,*NF* Amoxapine
00074390413,N03A,Tiagabine HCl,Tiagabine HCl
00591571401,N06A,Amoxapine,*NF* Amoxapine
51079012520,C01B,Procainamide HCl,Procainamide HCl
00024135202,R01A,Neo-Synephrine,Phenylephrine 1% Nasal Spray
00310037720,J01D,*NF* Cefotetan,N/A
00469281030,N05A,Fluphenazine,Fluphenazine
00003056902,N05A,Fluphenazine,Fluphenazine Decanoate
00781143713,N05A,Fluphenazine,Fluphenazine
00677059802,J01A,Doxycycline Hyclate,Doxycycline Hyclate
00024230110,C07A,Betaxolol,*NF* Betaxolol HCl
51079058920,N05A,Thiothixene,Thiothixene
00032192824,A07E,Mesalamine (Rectal),Mesalamine (Rectal)
00186024044,C01B,Lidocaine 2%,Lidocaine 2%
25010021027,C03C,Ethacrynate Sodium,N/A
00053767006,B05A,Albumin 5% (2.5gm),Albumin 5% (2.5gm)
63323039306,J01X,Colistin,N/A
63629377401,N02A,Oxycodone SR (OxyconTIN),Oxycodone SR (OxyconTIN)
00904027760,A11H,Vitamin E,Vitamin E
65473098004,G04B,Sanctura,*NF* Trospium
00677084601,R03D,Theophylline (Slo-bid) Capsule,Theophylline (Slo-bid) Capsule
00067400101,D01B,Terbinafine 1% Spray,Terbinafine 1% Spray
51079048120,N04B,Amantadine,Amantadine
00083007932,C09A,Lotensin,*NF* Benazepril
00270055615,V04C,Sincalide,N/A
00536126296,P03A,Lindane Lotion,Lindane Lotion
00121059530,A09A,Bicitra,Bicitra
59148000935,N05A,Aripiprazole,Aripiprazole
00182070201,C01D,Nitroglycerin,Nitroglycerin
24208039407,S01E,Revatio,*NF* Dapiprazole
00054873525,C01B,Quinidine Sulfate,Quinidine Sulfate
00591557101,J01E,Trimethoprim,Trimethoprim
00075006037,H02A,Triamcinolone Acetonide(Inhal),*NF* Triamcinolone Acetonide
51079063420,N05B,Clorazepate Dipotassium,Clorazepate Dipotassium
00006007131,D11A,Finasteride,*NF* Finasteride
00378087299,C02A,Clonidine Patch 0.2 mg/24 hr,Clonidine Patch 0.2 mg/24 hr
25010020515,C03C,Ethacrynic Acid,Ethacrynic Acid
45802005435,D07A,Triamcinolone Acetonide 0.025% Ointment,Triamcinolone Acetonide 0.025% Ointment
51672126705,D07A,Triamcinolone Acetonide,Triamcinolone Dental Paste
00781100813,C03E,triampt,*NF* Maxzide
55390060020,L04A,Azathioprine Sodium,N/A
00703408511,M05B,Pamidronate,N/A
61570011156,C09A,Ramipril,*NF* Ramipril
68516320003,B02B,Factor IX Complex,Factor 9 Complex
00364202690,J01A,Tetracycline HCl,Tetracycline HCl
00007411719,J05A,Famvir,*NF* Famciclovir
00008072801,N/A,Codeine Phosphate,Codeine Phosphate
24208079062,S03A,Neomycin-Polymyxin-Gramicidin,Neomycin-Polymyxin-Gramicidin
00472037115,C05A,Betamethasone Valerate 0.1% Ointment,Betamethasone Valerate 0.1% Ointment
00093894093,J05A,Acyclovir,Acyclovir
53014025001,H02A,NEO*PO*Prednisolone Syrup,NEO*PO*Prednisolone Syrup
59439045502,H02A,Prednisolone Oral Solution,Prednisolone Oral Solution
63323023420,A03B,Atropine Sulfate,Atropine Sulfate
00049011528,J02A,Anidulafungin,N/A
00002050101,J01G,NEO*IV*Tobramycin Sulfate,N/A
00007411713,J05A,*NF* Famciclovir,*NF* Famciclovir
00069073166,R06A,ZYRtec,*NF* Cetirizine
00409152202,V06D,D5W (Glass Bottle),N/A
00186103401,N01B,Bupivacaine 0.50%,Bupivacaine 0.50%-Epinephrine
00472040115,D07A,Clobetasol Propionate,*NF* Clobetasol Propionate 0.05% Ointment
67467084304,J06B,Octagam,N/A
00172433360,N06A,Nefazodone HCl,Nefazodone HCl
00904125161,N02B,Salsalate,Salsalate
00172433260,N06A,Nefazodone HCl,Nefazodone HCl
00074333330,J05A,RiTONAvir,RiTONAvir
58468470901,V03A,Sevelamer,Sevelamer
21695000230,N05A,Aripiprazole,Aripiprazole
00006046106,A04A,Aprepitant,Aprepitant
51284062022,A01A,Chlorhexidine Gluconate,Chlorhexidine Gluconate
00173049900,R03B,Flovent,*NF* Fluticasone Propionate
00006046206,A04A,Aprepitant,Aprepitant
00258371101,J05A,Rimantadine,*NF* Rimantadine
00009026002,C10A,Colestid,*NF* Colestid
00003080110,N05A,Fluphenazine,Fluphenazine HCl
00054009920,N03A,Oxcarbazepine,Oxcarbazepine
25021021350,L01C,PACLItaxel (TaxOL),N/A
00703424801,L01X,CARBOplatin,N/A
00006394132,N/A,Fosaprepitant,N/A
63323042610,M03A,Rocuronium,*NF* Rocuronium
54569104600,R06A,Promethazine HCl,Promethazine HCl
00574011215,C09A,Moexipril,Moexipril
64455099395,D06B,Acyclovir Ointment 5%,Acyclovir Ointment 5%
58980061030,D02A,Urea,*NF* Urea 20 % Cream
51079095720,C02C,Doxazosin,Doxazosin
65473075401,R03C,Albuterol Sulfate (Extended Release),Albuterol Sulfate (Extended Release)
00548909010,B06A,Hyaluronidase,N/A
00087665001,J05A,Didanosine Chewable Tab,Didanosine
00054011625,N04B,Ropinirole,Ropinirole
00245015401,N02B,Salsalate,Salsalate
66302020603,B01A,Tyvaso,*NF* Treprostinil
00004035009,L03A,Pegasys,Peginterferon Alfa-2a
60977011501,N02A,Morphine Sulfate (PF),N/A
00093514001,M05B,Alendronate Sodium,Alendronate Sodium
00006335645,J01D,*NF* Cefoxitin Sodium,N/A
00069267041,C08C,Nifedipine,*NF* Nifedipine XL
49281038215,N/A,Influenza Virus Vaccine,Influenza Virus Vaccine *Latex Free*
00590032435,B01A,*NF* Warfarin,N/A
66479052101,C02A,CloniDINE,N/A
00007315613,G03B,AndroGel,*NF* Testosterone Gel 1%
66479052001,C02A,CloniDINE,N/A
58980062570,D02A,urea,*NF* Urea 40% Cream
00456060010,J01D,Ceftaroline,N/A
00781104701,N05A,Perphenazine,Perphenazine
54868248901,A11D,Thiamine Study Drug (*IND*),N/A
52959053614,A02B,Omeprazole,*NF* Omeprazole
64980013009,A16A,Carnitor,Levocarnitine
58406043504,L04A,Etanercept,*NF* Etanercept
60432021208,H02A,prednisoLONE,*NF* PrednisoLONE Solution
00517305025,N/A,Sterile Water,N/A
00187000714,J05A,Ribavirin Aerosol,N/A
00172428510,C08D,Verapamil SR,Verapamil SR
50458060128,N05A,Risperidone (Disintegrating Tablet),Risperidone (Disintegrating Tablet)
00074714913,H03A,Levothyroxine Sodium,Levothyroxine Sodium
00088115003,L03A,Copaxone,*NF* Glatiramer Acetate
12496130602,N07B,Buprenorphine-Naloxone (8mg-2mg),Buprenorphine-Naloxone (8mg-2mg)
00075291502,B01A,Enoxaparin Sodium,Enoxaparin Sodium
00034050010,N02B,Choline Magnesium Trisalicylate,Choline Magnesium Trisalicylate
00065065435,S03A,*NF* Ciprofloxacin 0.3% Ophth Oint,*NF* Ciprofloxacin 0.3% Ophth Oint
00004007901,J02A,Flucytosine,Flucytosine
00395100391,D01A,Neo*PO*Gentian Violet 0.25 %,Neo*PO*Gentian Violet 0.25 %
00781305780,A04A,Ondansetron,N/A
00065064435,S01A,Tobramycin 0.3% Ophth Ointment,Tobramycin 0.3% Ophth Ointment
54391005009,A16A,Levocarnitine,Levocarnitine
00054823301,C02A,Clonidine HCl,N/A
58281056301,M03B,Baclofen Intrathecal,N/A
00006057354,J05A,Indinavir Sulfate,Indinavir Sulfate
00074332901,N01A,Thiopental Sodium,Thiopental Sodium
55513054610,L03A,Filgrastim,N/A
00026066420,N/A,Antihemophilic Factor,N/A
00026066430,N/A,Antihemophilic Factor,N/A
51927274200,N/A,Diazoxide,*NF* Diazoxide Suspension
00641036925,N05B,Diazepam,Diazepam
11793752202,V04C,Tuberculin Protein,Tuberculin Protein
50111052901,N02B,Choline Magnesium Trisalicylate,Choline Magnesium Trisalicylate
72140085731,N/A,Basis,Basis Soap
00904563561,A10B,MetFORMIN (Glucophage),MetFORMIN (Glucophage)
18860067870,A07E,Cromolyn,*NF* Cromolyn Sodium Oral Solution
53014067870,A07E,Cromolyn,*NF* Cromolyn Sodium Oral Solution
55566504001,H01B,Desmopressin Acetate,Desmopressin Acetate
51079058620,N05A,Thiothixene,Thiothixene
00085043104,R03C,albuterol,Albuterol Sulfate CR
00703877103,C01E,Adenosine,Adenosine
51079058720,N05A,Thiothixene,Thiothixene
00143145801,N03A,PHENObarbital,Phenobarbital
00591359160,A04A,Dronabinol,Dronabinol
66213042510,A03C,Donnatol,Donnatol
00007315518,G03B,Testosterone 2.5mg Patch,Testosterone 2.5mg Patch
00005535960,N05A,Loxapine Succinate,Loxapine Succinate
51079067820,N05A,Loxapine Succinate,Loxapine Succinate
49281000610,N/A,Influenza Virus Vaccine,Influenza Virus Vaccine *Latex Free*
49884067314,G02C,Cabergoline,*NF* Cabergoline
00006337666,C01E,Indomethacin,Indomethacin Suspension
00007489320,N04B,Ropinirole Hydrochloride,Ropinirole HCl
00034234003,D08A,Povidone Iodine 10% Ointment,Povidone Iodine 10% Ointment
00078036545,G03C,Vivelle,*NF* Estradiol Transdermal Patch
39822027702,J01X,Bacitracin,Bacitracin
00536467801,A11D,Thiamine,Thiamine
00091353201,A03B,L-Hyoscyamine,L-Hyoscyamine SL
00364301247,N/A,Iron Dextran Complex,N/A
00024155001,L01X,Porfimer Sodium,Porfimer Sodium
00075245001,H01B,Desmopressin ,Desmopressin Acetate
60574310101,J06B,Cytomegalovirus Immune Glob,N/A
00054348254,N/A,Kaolin/Pectin,Kaolin/Pectin
00013010501,A07E,Dipentum,*NF* Olsalazine
00187301330,N07A,Pyridostigmine Bromide,Pyridostigmine Bromide SR
00008104005,L04A,Sirolimus,Sirolimus
66490069110,N03A,Primidone,*NF* Primidone (Mysoline Brand)
00143978510,N03A,Valproate Sodium,N/A
59762024603,N06D,Donepezil,Donepezil
24208068615,S01E,Pilocarpine 4%,Pilocarpine 4%
00456046201,H03A,Thyroid,Thyroid
00034050510,N02B,CHOLINE,Choline Magnesium Trisalicylate
62584089701,V04C,FoLIC Acid,FoLIC Acid
00456045801,H03A,Thyroid,Thyroid
00472132002,A07A,Nystatin Oral Suspension,Nystatin Oral Susp (Self Med)
52544049401,N05A,Loxapine Succinate,Loxapine Succinate
00002140701,N/A,Quinidine Gluconate,N/A
00378720001,M01A,Etodolac,*NF* Etodolac
00409233610,V03A,Deferoxamine Mesylate,N/A
00574012174,A07B,Charcoal Aqueous (Activated),Charcoal Aqueous (Activated)
00024008401,P01B,Chloroquine,Chloroquine
00245016212,N02A,Morphine Sulfate,Morphine Sulfate (Rectal)
00083380104,N/A,Desferal,Deferoxamine Mesylate (*IND*)
52959058605,N02A,Fentanyl Patch,Fentanyl Patch
00536468301,J01E,Trimethoprim,Trimethoprim
00168020160,D10A,Clindamycin,Clindamycin 1% Solution
66733094823,L01X,Cetuximab,N/A
55390023301,L01D,DOXOrubicin,N/A
00173099155,J05A,Acyclovir,Acyclovir
00182005301,A05A,Niacin,Niacin
00186502228,A02B,NexIUM,*NF* Esomeprazole
00023114501,M03A,Botulinum Toxin Type B,Botulinum Toxin Type A
00004196501,J01D,Ceftriaxone Sodium,Ceftriaxone Sodium
63304065325,N03A,Oxcarbazepine,Oxcarbazepine Oral Suspension
27434003185,A11H,Vitamin E,Vitamin E Liquid
00781627043,N03A,Oxcarbazepine,Oxcarbazepine Oral Suspension
54569288100,B03B,Cyanocobalamin,Cyanocobalamin
00703841104,C09A,Enalaprilat,N/A
00078035752,N03A,Oxcarbazepine,Oxcarbazepine Oral Suspension
50458057810,B01A,Rivaroxaban,Rivaroxaban
00998031515,S01F,Homat,*NF* Homatropine 5%
24208043405,S01A,Ofloxacin,*NF* Ofloxacin 0.3% Ophth Soln
00172428610,C08D,Verapamil SR,Verapamil SR
00026851448,J01M,Ciprofloxacin HCl,Ciprofloxacin HCl
00074605713,N06B,Pemoline,Pemoline
00078037366,L01E,*NF* Imatinib Mesylate,*NF* Imatinib Mesylate
59746011209,C03B,Indapamide,Indapamide
00641048225,C01C,Phenylephrine HCl,Phenylephrine HCl
00002727125,N/A,Cefuroxime Sodium,N/A
64679093602,A02B,Famotidine,Famotidine (Self Med)
00031890163,C02A,Guanfacine,*NF* Guanfacine
64764091830,M04A,Febuxostat,Febuxostat
50458059601,N05A,Risperidone,Risperidone Oral Solution
62584025901,A10B,MetFORMIN (Glucophage),MetFORMIN (Glucophage)
68084027501,H03B,Methimazole,Methimazole
00085137001,L03A,Peg-Intron,*NF* Peginterferon alfa-2b
61314004475,S01A,Trifluridine 1% Ophth Soln.,Trifluridine 1% Ophth Soln.
63323051610,H02A,Dexamethasone Sod Phosphate,N/A
10019069102,J01D,CefTAZidime Desensitization,N/A
00026431202,S02A,Acetic Acid Otic,Acetic Acid Otic
53169010360,C03C,Torsemide,Torsemide
58281056104,M03B,Baclofen Intrathecal,N/A
24208027507,S01E,Metipranolol,*NF* Metipranolol 0.3% Ophth Soln
00245018001,N03A,Divalproex (DELayed Release),Divalproex (DELayed Release)
00034121030,A06A,Senna,Senna/Docusate Sodium
42023011410,N01A,Ketamine (For Intubation),Ketamine
00006015030,M01A,Indomethacin,Indomethacin
00703040402,A16A,*NF* Levocarnitine,N/A
00052046002,N07A,Pyridostigmine Bromide,Pyridostigmine Bromide
00998031105,S01F,Homatropine HBr,*NF* Homatropine 2%
24208036705,S01E,Carteolol 1% Ophth Soln,Carteolol 1% Ophth Soln
59148000613,N05A,Aripiprazole,Aripiprazole
54092038101,N06B,Amphetamine-Dextroamphetamine,*NF* ADDerall XR
68734071010,N/A,Zyflo,*NF* Zileuton SR
51079095801,C02C,Doxazosin,Doxazosin
00430301015,D05A,Calcipotriene 0.005% Oint,Calcipotriene 0.005% Oint
00037043001,N03A,Felbatol,*NF* Felbamate
00172428010,C08D,Verapamil SR,Verapamil SR
63323054201,B01A,Heparin Sodium,N/A
58768078815,S01X,GenTeal,*NF* Genteal Lubricant Eye Drops
00378699789,B05X,Sodium Chloride 3% Inhalation Soln,Sodium Chloride 3% Inhalation Soln
00087120213,C09A,Fosinopril,*NF* Fosinopril Sodium
50458040101,J01D,Doripenem *NF*,N/A
00029657126,J01C,*NF* Timentin,N/A
53489046101,C01B,Quinidine Sulfate,Quinidine Sulfate
00173065644,L01C,Vinorelbine,N/A
00024120006,N/A,Milrinone,Milrinone Lactate
